smiles,bbbp,mutagenicity,hia
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(OC)c1)C(=O)CN(c1cc(OC)ccc1OC)C(C)C,0.57,0.15,1.0
CCCC[Sn](CCCC)(CCCC)c1ccnc(SCc2ccccc2)n1,0.38,0.04,1.0
CCCC[Sn](CCCC)(CCCc1ccccc1)c1ccnc(SC)n1,0.39,0.05,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(-c4ccccc4C(=O)OC)o3)c(=O)n2[C@@H]1c1cccc(F)c1,0.64,0.08,1.0
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)C(=O)N2CCN(C)CC2)c2cc(Cl)ccc2C)cc1,0.87,0.02,1.0
COc1ccc(-n2nc(-c3ccccc3)c3c2N(CC(=O)NCCCN2CCOCC2)C(=O)CS[C@H]3c2ccccc2Cl)cc1,0.45,0.32,1.0
C=CCc1cc(C=NNc2ccc(C(F)(F)F)cn2)cc(OC)c1OCc1ccccc1,0.65,0.48,1.0
Cc1ccc(-n2nc(SCc3nc(-c4ccccc4)no3)n2-c2ccc(C)cc2)cc1,0.39,0.12,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CN1CCN(C)CC1,0.78,0.15,0.99
Nc1ncnc2c1nc(NCCCNc1ncnc3ccccc13)n2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,0.35,0.53,0.77
CN1CCN(c2ccc(N=Nc3c(-c4ccccc4)nn(C(=S)S)c3-c3ccccc3)cc2)CC1,0.37,0.26,0.97
COc1ccccc1N1C(=S)N[C@H](c2ccccn2)[C@@H]1c1cc(C)n(-c2cccc(Cl)c2)c1C,0.52,0.13,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=C3CC3)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1,0.7,0.07,1.0
Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC(C)(C)C)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,0.36,0.12,1.0
COc1ccc([N+](=O)[O-])c(C=C(C)C(=O)O)c1,0.84,0.66,1.0
CCNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.61,0.06,1.0
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)ccc1OCCCN(C)C,0.83,0.43,1.0
CCn1c(SCC(=O)Nc2ccc(OC)cc2)nc2ccc(N3CCOCC3)cc2c1=O,0.59,0.25,1.0
Oc1c(Cl)cc(Cl)cc1[C@@H]1Oc2c(Cl)cc(Cl)cc2[C@H]2CC(c3ccc(F)cc3)=NN21,0.36,0.17,1.0
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N/OCC(=O)NCc5ccc(Cl)cc5)CC[C@]4(C)[C@@H]3CC[C@@]21C,0.12,0.1,1.0
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1ccc(F)cc1F,0.37,0.21,1.0
Cc1ccc(C(=O)N/C(=C\c2ccc(Br)o2)C(=O)N[C@@H]2CCCS2(=O)=O)cc1,0.58,0.49,0.99
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1cccc(Br)c1)C1CCN(C)CC1,0.89,0.11,1.0
COC(=O)[C@@H](C)Oc1c(C=Nn2c(C3=CCCCC3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-],0.75,0.56,1.0
COc1ccccc1N1C(=S)N[C@H](c2ccccn2)[C@@H]1c1c(C)cc(C)cc1C,0.73,0.2,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(F)c4F)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.68,0.09,1.0
CN(C)C1CCN(Cc2ccc3oc(-c4ccc(F)cc4Cl)nc3c2)C1,1.0,0.51,1.0
O=C(O)c1cc(C(=O)O)cc(N2C(=O)c3ccc(C(=O)c4ccccc4)cc3C2=O)c1,0.36,0.17,0.63
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(NC3CCN(C)CC3)c(I)c2)cc1C(C)C,0.78,0.29,1.0
COc1ccc(-c2cc3c(c(OC)c2)OCCN(C(=O)CN2CCNCC2)C3)nn1,0.75,0.13,1.0
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1ccc(N(C)C)cc1OCc1cccc(F)c1F,0.69,0.35,1.0
COC(=O)C[C@H](c1ccc(OC)c(CO)c1)c1c(O)c(C(C)=O)cc([C@H]2Cc3cc(F)ccc3CO2)c1O,0.3,0.23,1.0
Cc1ccc2c(Cl)c(C(=O)Nc3nnc(-c4ccccc4)o3)sc2c1,0.89,0.61,1.0
CCOc1ccc(C(C)=O)cc1COC(=O)c1cc(S(=O)(=O)CCN(C)C)ccc1Cl,0.61,0.03,0.99
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCCCN1CCOCC1,0.84,0.47,1.0
CCOc1cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)ccc1N1CCN(C)CC1,0.83,0.06,1.0
CC(C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(Cl)cc1Cl)C(=O)CN(C)S(C)(=O)=O,0.56,0.11,1.0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(N4CCOCC4)cc3OC)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.5,0.21,1.0
COc1ccc(C(=O)CSc2nnc(CN3CCN(c4ccccc4F)CC3)n2-c2ccccc2Br)cc1,0.79,0.08,1.0
CCOc1ccccc1N(CC(=O)N(C)Cc1ccc(Cl)cc1Cl)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)CC,0.48,0.04,1.0
C=CCn1c(COc2ccc(CC)cc2)nnc1S[C@@H](C(=O)Nc1ccc(Cl)c(Cl)c1)c1ccccc1,0.42,0.16,1.0
CCCN(CCC)CCOc1ccc(C=c2sc3nc4ccccc4n3c2=O)cc1OCC,0.86,0.54,0.99
COc1ccc(Cl)cc1C1=N/C(=C\c2ccc(Br)cc2OC(=O)C=Cc2ccccc2)C(=O)O1,0.3,0.12,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCC3CCN(C)CC3)c(Br)c2)cc1C(C)C,0.73,0.09,1.0
COC(=O)/C(=N/NC(C)(C)C)[C@H](C(=O)OC)C(=O)C(=O)Nc1nc2ccc(F)cc2s1,0.65,0.2,1.0
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1C)C(=O)CN(C)c1ccccc1,0.79,0.09,1.0
CC(C)(C)c1ccc(C(=O)NC[C@]2(N3CCOCC3)CCSC2)cc1,0.93,0.18,1.0
COc1ccc(-c2c(=O)n(OCc3ccccc3)c3ccccc3[n+]2[O-])cc1,0.65,0.32,1.0
CCOc1cc([C@H]2C(C(=O)NCCN(C)C)=C(C)Nc3ncnn32)ccc1OCc1ccc(Cl)cc1Cl,0.5,0.21,1.0
CCOC(=O)c1cc(-c2ccc(C=C3SC(=S)N(NC(=O)c4ccccc4)C3=O)o2)ccc1Cl,0.3,0.11,1.0
CCN(CC)C(=O)[C@@H]1CCCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2N/N=C/c2cccc(Cl)c2)C1,0.7,0.54,1.0
COc1ccc(/C=C2\S[C](Nc3cc(Cl)ccc3OC)NC2=O)cc1,0.64,0.62,1.0
COc1ccc(-c2sc(N3CCN(c4cccc(Cl)c4)CC3)nc2O)cc1,0.74,0.08,1.0
CN1CCC(NC(=O)c2ccc(CSc3nnc(-c4ccccc4)n3-c3ccccc3)cc2)C1,0.65,0.1,0.99
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CCCN(C)C,0.75,0.13,0.99
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(Cl)cc1Cl)C(=O)CN(C)S(=O)(=O)c1ccc(F)cc1,0.52,0.06,1.0
COCc1ccc(OC(=O)c2cc(Cl)cc(Cl)c2)cc1[N+](=O)[O-],0.89,0.43,1.0
CN(Cc1ccccc1)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccccc1,0.87,0.09,1.0
CN(C)CCCN(C)C(=O)NC(=S)Nc1cccc(-c2nc3ccccc3s2)c1,0.93,0.44,0.99
CCOC(=O)C1=C(C(F)(F)F)N=c2s/c(=C\c3cc(Br)cc(I)c3OC3CCN(C(C)=O)CC3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.76,0.1,1.0
C=CCOc1cccc([C@H]2C(=C(O)c3ccc(Cl)cc3)C(=O)C(=O)N2Cc2ccco2)c1,0.18,0.03,1.0
Cc1ccc(S(=O)(=O)n2nc(NCCN3CCN(C)CC3)nc2NCc2cccc(Br)c2)cc1,0.65,0.17,0.99
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1cccc(Cl)c1,0.63,0.12,1.0
CC(C)c1nc(Cc2ccc(NC(=O)COc3ccc(N)cc3)cc2)no1,0.75,0.55,1.0
CN1C=C2C(c3ccccc3)=C(C(=O)Nc3ccc(Cl)c(Cl)c3)C3=C(CCC3)N2CC1,0.95,0.26,1.0
COC(=O)Cc1nn(-c2ccccc2)c(O)c1C(CCN1CCN(C)CC1)c1ccc(C(F)(F)F)cc1,0.9,0.07,1.0
COc1ccc(NC(=O)c2ccc(OC)cc2)cc1,0.78,0.6,1.0
O=S([O-])c1cccc(C(F)(F)F)c1,0.99,0.03,1.0
CC[C@H](C(=O)NCc1cccnc1)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(C(C)C)cc1)S(=O)(=O)c1ccccc1,0.47,0.07,1.0
CC(C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(Cl)cc1Cl)C(=O)CN(C)c1cc(Cl)cc(Cl)c1,0.75,0.07,1.0
Cc1ccc(-n2c(SCCN3CCOCC3)nc3c(sc(=S)n3-c3cc(C)ccc3F)c2=O)cc1,0.88,0.4,1.0
O=C1CC(=O)N(c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)C(=O)N1,0.86,0.09,0.97
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OC)c(=O)n2[C@H]1c1cc(Cl)ccc1Cl,0.67,0.12,1.0
Cc1cc(C)cc(N2C(=S)N[C@H](c3ccccn3)[C@H]2c2cccc(Br)c2)c1,0.81,0.13,1.0
CCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(c1ccc(F)cc1)S(C)(=O)=O,0.7,0.11,1.0
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1cccc(Cl)c1)C(=O)CN(c1cc(C)cc(C)c1)S(C)(=O)=O,0.65,0.07,1.0
CN1CCN(c2ccc(-c3ccc(-c4ccc(C#N)cc4[N+](=O)[O-])o3)cc2)CC1,0.76,0.76,0.99
Cc1ccc(C(C)C)cc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(CCN(C)C)C1=O,0.89,0.45,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Sc4nc5ccc(N6C(=O)c7ccccc7C6=O)cc5s4)o3)c(=O)n2[C@H]1c1cc(F)ccc1F,0.68,0.12,1.0
CCCCCOc1cccc([C@H]2C(C(=O)c3ccc4c(c3)C[C@@H](C)O4)=C(O)C(=O)N2c2nc3c(C)cccc3s2)c1,0.34,0.11,1.0
COC(=O)[C@@H](C)Oc1c(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Cl)cc1CN1CCN(C)CC1,0.73,0.19,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cncc(Br)c2)cc1C(C)C,0.59,0.11,1.0
CCOc1cc(C=Nc2sc3c(c2C(=O)NCc2ccco2)CC[C@@H](C(C)(C)C)C3)ccc1OC,0.71,0.31,1.0
COc1ccc([C@H]2C(C(=O)Nc3ccccc3)=C(C)N=c3sc(=Cc4ccc(Cl)cc4)c(=O)n32)cc1,0.46,0.11,1.0
C[C@@H](Oc1c(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-])C(=O)CN(C)C,0.54,0.48,1.0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3OC)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.58,0.15,1.0
O=C1NC(=O)N(c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)C(=O)C1Cl,0.89,0.24,1.0
COc1ccc2oc(=Nc3ccccc3)ccc2c1C(=O)Nc1nc(-c2ccc3c(c2)CCCC3)cs1,0.45,0.67,1.0
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(F)cc2F)cc1C(C)C,0.68,0.37,1.0
NCCN(Cc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccccc1,0.86,0.05,1.0
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccccc2F)C2CCN(C)CC2)c2cc(Cl)ccc2Cl)cc1,0.9,0.06,1.0
CCCCON/C(=N\S(C)(=O)=O)Nc1nc(C)cc(C)n1,0.88,0.82,1.0
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N3CCN(CCN(C)C)CC3)cc2)cc1C(C)C,0.84,0.51,1.0
Cc1ccc(N(CC(=O)N(C)Cc2ccccc2)S(=O)(=O)c2ccc(F)cc2)cc1,0.82,0.09,1.0
CNC(=O)[C@@H](C)N(C)C(=O)CN(c1cc(C)cc(C)c1)S(=O)(=O)c1ccccc1,0.7,0.04,1.0
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCN(C)CC3)cc2)c(C)n1-c1ccc(Cl)cc1Cl,0.48,0.08,0.98
CN1CCN(Cc2ccc(-c3cc(S(=O)(=O)O)ccc4c5ccc(N)cc5c(O)c3-4)cc2)CC1,0.86,0.65,0.86
CNc1ccc(C(=O)Nc2ccccc2C(=O)N[C@H](C)c2ccccc2)cc1Cl,0.65,0.28,0.99
CCOc1ccc(-n2c(=S)sc3c(=O)n(-c4ccccc4)c(NC4CCN(C)CC4)nc32)cc1,0.63,0.16,0.95
Cc1cnc(NC(=O)CSc2nnc([C@@H](NCC3CCCO3)C(C)C)n2C)s1,0.74,0.15,1.0
CN1C2CCC1CN(c1ccc(C(=O)c3cc(C(=O)O)cc(N4C(=O)c5ccc(C(=O)c6ccc([N+](=O)[O-])cc6)cc5C4=O)c3)cc1)CC2,0.25,0.61,0.53
CCCNC(=O)[C@H](CC)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(OCC)cc1)S(=O)(=O)c1ccc(Br)cc1,0.32,0.06,1.0
CCOc1ccc(-n2c(Cc3ccccc3)nnc2SCCN)cc1,0.71,0.17,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=CCl)c(=O)n2[C@@H]1c1cccs1,0.79,0.19,1.0
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1cccc(F)c1F,0.71,0.16,1.0
CCCNC(=O)[C@H](CC)N(Cc1ccc(OC)cc1)C(=O)CN(Cc1ccc(Br)cc1)c1ccc([N+](=O)[O-])cc1,0.28,0.34,1.0
Cc1ccc(S(=O)(=O)N(CC(=O)N(C)Cc2ccccc2Cl)c2cc(Cl)ccc2Cl)cc1,0.79,0.05,1.0
CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)n1c(=O)[nH]c2ccccc2c1=O,0.63,0.21,0.98
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(Cl)c(Br)c2)cc1C(C)C,0.42,0.06,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccccc4)o3)c(=O)n2[C@H]1c1ccc(N(C)C)cc1,0.59,0.09,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(F)cc1,0.96,0.46,1.0
CC(C)c1nc(Cc2ccc(NC(=O)COc3ccc(CN4CCNCC4)cc3)cc2)no1,0.68,0.21,0.98
CN(C)C(=O)[NH+]1CCN(CC(=O)N(Cc2ccc(Cl)cc2Cl)C(=O)CN(c2cc(Cl)cc(Cl)c2)S(=O)(=O)c2ccccc2)CC1,0.57,0.02,0.98
COc1ccc(C2=C(N3CCN(c4cccc(Cl)c4)CC3)N=C2O)cc1,0.68,0.04,1.0
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1O,0.4,0.39,1.0
COc1cc(C(CN2CCN(C)CC2)c2c(-c3ccc(C)cc3)n[nH]c2O)cc(I)c1O,0.49,0.1,0.98
CCOc1cc([C@H]2C(C(=O)Nc3ccc(Cl)cc3)=C(C)Nc3ncnn32)ccc1OC1CCN(C)C1,0.41,0.13,1.0
CCOc1ccccc1NC(=O)c1sc(NC(=O)CCc2cccs2)c(C(=O)OC)c1C,0.47,0.17,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)c(Cl)c4)o3)c(=O)n2[C@H]1c1ccccc1OC(C)C,0.34,0.03,1.0
COc1cccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccc(F)cc3)C2=O)c1,0.82,0.42,1.0
CCOc1cc(C=C2SC(=N)N(Cc3ccc(F)cc3)C2=O)cc(I)c1OCC(=O)Nc1ccc(C)cc1,0.52,0.22,1.0
COc1ccc(Cl)cc1C1=NC(=Cc2ccc(Br)cc2)C(=O)O1,0.66,0.11,1.0
COc1ccc(-c2cc(=O)c3c(O)cc(OC4CCCN(C)C4)cc3o2)cc1O,0.8,0.4,0.99
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)Cc1ccc(Cl)cc1)C(=O)O,0.18,0.11,0.5
Cc1cc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCc3ccccc3)C2=O)ccc1OCC1CCN(C)CC1,0.74,0.24,1.0
O=C(CN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O)Nc1ccccc1,0.64,0.46,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(C(=O)OC)c4)o3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.32,0.03,1.0
COC(=O)c1sc(N2C(=O)C(=O)C(=C(Br)c3ccc(OC(C)C)cc3)[C@@H]2c2ccccc2)nc1C,0.47,0.11,1.0
COc1cc(OC)cc(C(=O)NCc2nnc(SCCC3CC3)n2-c2cccc(C(F)(F)F)c2)c1,0.92,0.2,1.0
CN1C2CCC1CC(c1ccc(Sc3nccn3C)c([N+](=O)[O-])c1)C2,0.99,0.4,1.0
COc1cc(C=C2C(=O)NC(=S)N(c3cc(F)cc(F)c3)C2=O)cc(Br)c1OC,0.8,0.34,1.0
COc1cc(C(c2ccc(N3CCN(C)CC3)cc2)c2c(-c3ccc(C)cc3)n[nH]c2O)cc(I)c1O,0.24,0.09,0.99
COc1ccc(CCN(Cc2cccs2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.71,0.23,1.0
CCOc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](CC)C(=O)NC2CCC(N(C)C)CC2)S(=O)(=O)c2ccc(SC)cc2)cc1,0.53,0.16,0.99
CC(C)Oc1ccc(C(C(=O)O)=C2[CH]c3ccccc3N2C(=O)C(=O)OCc2ccccc2)cc1,0.17,0.03,0.97
CN(C)C1CCC(OC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C1,0.91,0.09,0.99
CCCc1nc2s/c(=C/c3cc(Cl)c(OCc4cccc(C(=O)O)c4)c(OC)c3)c(=O)n2c1C1CCN(CC)CC1,0.42,0.35,0.97
Cc1ccc(C(C)C)cc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(CCN2CCOCC2)C1=O,0.8,0.38,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(CN4CCNCC4)cc3)c(=O)n2[C@H]1c1ccc(OC)cc1,0.56,0.13,1.0
COc1cc(C)c(-c2nnc(SCc3cc(=O)oc4cc(C)c(Cl)cc34)n2N)cc1OC,0.5,0.15,1.0
Cc1ccc(Nc2nc(NN=Cc3ccccc3I)nc(N3CCOCC3)n2)cc1,0.58,0.36,1.0
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(C)cc1)S(C)=O,0.77,0.14,1.0
CCCCCCCCCSc1nnc(-c2ccc(F)cc2)c(-c2ccc(OC)cc2)n1,0.59,0.15,1.0
Cn1c(C[NH+](C)C)nnc1SCC(=O)Nc1cc([N+](=O)[O-])ccc1Cl,0.44,0.62,0.78
CC(C)CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccc(Br)cc2)C(C)(C)[C@@H]1CC3,0.53,0.06,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc(Br)c2OC(C)=O)cc1C(C)C,0.48,0.09,1.0
Cc1ccc(Oc2ccc(C(=O)NC[C@]3(N4CCOCC4)CCSC3)cc2)c(C)c1,0.68,0.29,1.0
CCN1CCN(c2ccc(C(=O)Nc3ccc4oc(Cc5ccccc5)nc4c3)o2)CC1,0.88,0.42,1.0
CN(C)CCCOC(=O)c1ccc2c(=O)c(-c3ccccc3Cl)coc2c1,0.85,0.3,0.99
Cc1ccc(C(=O)Nc2ccc3oc(-c4cccc5c(CN6CCC(F)(F)CC6)cccc45)nc3c2)cc1[N+](=O)[O-],0.83,0.55,1.0
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(OCCN3CCOCC3)c(I)c2)cc1C(C)C,0.59,0.43,1.0
Cc1cc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCc3ccccc3)C2=O)ccc1OCCCN1CCOCC1,0.61,0.38,1.0
COCC(=O)Nc1ccc(N2C(=S)N[C@H](C3CC3)C[C@H]2c2ccc(-c3ccc(C(=O)O)cc3)o2)cc1C,0.26,0.37,0.91
CC(C)CCOc1cccc([C@H]2C(=C(c3ccc4c(c3)C[C@H](C)O4)[N+](=O)[O-])C(=O)C(=O)N2Cc2ccncc2)c1,0.35,0.18,1.0
C=CCn1c(COc2ccc(CC)cc2)nnc1S[C@@H](C(=O)Nc1cc(C(F)(F)F)ccc1Cl)C1CCN(C)CC1,0.75,0.15,1.0
COCC(=O)Nc1ccc(N2CC3CCC(C2c2ccc(-c4cccc(C(=O)O)c4)o2)N3C)cc1,0.29,0.38,0.76
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccccc1,0.67,0.09,1.0
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=Cc3cccc(Cl)c3)c2=O)=N1,0.62,0.04,1.0
CCCN(Cc1ccccc1Cl)C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](C)CC,0.8,0.09,1.0
CCCC1=C(C(=O)OCC)[C@H](c2ccc(C(C)C)cc2)n2c(sc(=Cc3ccc(F)cc3)c2=O)=N1,0.63,0.06,1.0
CCN1N=C(C)C(=Cc2cc(-c3ccccc3)nn2-c2ccccc2)C(=O)N1c1ccccc1,0.57,0.13,1.0
CC1CCN(C=Nn2c(C(C)(C)C)nc3ccc(Br)cc3c2=O)CC1,0.96,0.27,1.0
O=C(NC(=S)Nc1cccc(-c2nc3ccccc3s2)c1)N1CCN(CCO)CC1,0.69,0.2,0.99
CN(C)Cc1ccc(C(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,0.91,0.26,1.0
CCOc1cc(C2C3=C(CCCC3=O)N(Cc3ccccc3)C3=C2C(=O)CCC3)cc(Br)c1OCC1CC1,0.72,0.02,1.0
COc1cc(C(=O)N[C@H](C)c2nc3ccccc3n2CCN(C)C)cc(OC)c1OC,0.73,0.39,0.98
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=C[N+](C)(C)C)c2=O)=N1,0.26,0.11,0.96
CCCNC(=O)[C@H](CC)N(Cc1ccc(OC)cc1)C(=O)CN(c1ccc(Br)cc1)S(=O)(=O)c1ccccc1,0.46,0.07,1.0
Cc1ccc(N(CC(=O)N(Cc2ccc(Cl)cc2)[C@H](Cc2ccccc2)C(=O)NC2CCN(C)CC2)S(=O)(=O)c2ccc(C)cc2)cc1,0.59,0.07,1.0
CCCCCCCC[NH2+]Cc1ccc(C)cc1,0.85,0.02,0.98
CC(C)Oc1ccccc1S(=O)(=O)Oc1cccc(CN(C(=O)c2ccccc2F)C(F)(F)F)c1,0.55,0.2,1.0
COc1cccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccsc3)C2=O)c1,0.88,0.32,1.0
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccc(F)cc1Cl,0.53,0.09,1.0
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=N)CC[C@@]4(C)[C@H]3CC[C@@]21C,0.07,0.03,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(CN3CCNCC3)c(Br)c2)cc1C(C)C,0.62,0.14,1.0
Nc1nc(NN=Cc2ccccc2I)nc(N2CCOCC2)n1,0.91,0.51,1.0
CN(C(=O)Cn1nnc2ccccc21)C(=O)N(Cc1ccc(F)cc1)C(=O)Nc1ccc2c(c1)OCO2,0.88,0.12,1.0
COC(=O)CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)C1=C(Br)NCc1ccc(OC)cc1,0.29,0.57,0.99
Cc1ccc(-c2cc(C(=O)OCCN3CCN(C(C)C)CC3)c3ccccc3n2)c(C)c1,0.96,0.32,1.0
CCC(C)N1C(=S)N[C@H](c2ccccn2)[C@H]1c1ccc(-c2ccc(C(=O)O)cc2)o1,0.14,0.17,0.97
CC(C)c1ccc2oc(-c3cccc(NC(=S)NC(=O)c4ccc(CN5CCN(C)CC5)cc4)c3)nc2c1,0.78,0.24,0.98
CC(=O)Nc1ccc(N2CC3CCC([CH]C2c2ccc(-c4cc(C(=O)O)ccc4Cl)o2)N3C)cc1,0.14,0.39,0.71
COc1ccc(-c2nc3ccc(-c4ccccc4Cl)cn3c2CCC(=O)NCCN(C)C)cc1,0.48,0.64,0.99
COCCCN1C(=O)C(=O)C(=C(c2ccc(F)cc2)c2ccc(F)cc2)[C@H]1c1cc(OC)ccc1OC,0.63,0.09,1.0
COCCCN1C(=O)C(=O)C(=C(OC)OC)[C@H]1c1cc(OC)ccc1OC,0.82,0.17,1.0
Cc1ccc(S(=O)(=O)N=[P](Oc2cccc(Cl)c2)C2CCN(C)CC2)cc1,0.79,0.04,1.0
CCCN1C(=O)C(=Cc2cccc(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2)SC1=S,0.76,0.93,1.0
COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc3c(Cl)cccc3c2)Cc2ccccc2)cc1Cl,0.5,0.1,1.0
