smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
CCCC1=C(C(=O)OCC)[C@H](c2cc(Cl)ccc2OC)n2c(s/c(=C/c3cc(Cl)c(OCc4cccc(C(F)(F)F)c4)c(OC)c3)c2=O)=N1,0.47,0.09,1.0,3.13,0.15,0.04,3.51
CCCC[Sn](CCCC)(CCCC)c1ccnc(N)n1,0.76,0.14,1.0,1.31,0.62,0.01,3.06
COc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccccc2Cl)C(=O)[O-])c2ccccc2)cc1,0.72,0.02,1.0,1.11,0.48,0.0,2.53
COc1c(Cl)cc(C=Nn2c(C(C)(C)C)nc3ccc(Br)cc3c2=O)cc1[N+](=O)[O-],0.59,0.67,1.0,2.16,0.29,0.0,2.82
CCCCCCCC/C=C\CCCCCCCCN(C)C(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)[O-],0.38,0.12,0.09,-2.04,0.1,0.03,4.39
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N/OCC(=O)NCC[C@]5(C#N)CCOC(C)(C)C5)CC[C@]4(C)[C@@H]3CC[C@@]21C,0.13,0.26,0.99,-0.32,0.35,0.02,5.11
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OCc1ccc(N2CCN(C)CC2)cc1,0.51,0.09,0.97,0.91,0.54,0.02,2.88
CC(C)N1CCN(c2ccc(C=Nn3c(-c4cc5cc(Cl)ccc5o4)nc4ccccc4c3=O)o2)CC1,0.72,0.29,1.0,2.46,0.29,0.02,2.89
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(-c4ccccc4C(=O)OC)o3)c(=O)n2[C@@H]1c1ccc(F)cc1,0.6,0.08,1.0,1.18,0.34,0.0,3.1
COc1cc(-c2nc3sc(-c4ccc(OCc5ccc(Cl)c(Cl)c5)c(OC)c4)nc3s2)ccc1CN1C2CCC1CC2,0.53,0.44,1.0,4.15,0.16,0.06,3.6
CCN(CC)C(=O)CN(C(=O)c1ccc(Cl)c(Cl)c1)N1C(=O)[C@@H]2[C@H]3C=C[C@@H]([C@@H]4C[C@@H]34)[C@H]2C1=O,0.88,0.32,0.99,-1.54,0.45,0.02,4.95
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OC1CCN(C)CC1,0.92,0.3,1.0,2.39,0.51,0.15,2.49
COc1ccc(C(=O)[C@@H]2[C@H](C(=O)c3ccc(F)cc3)N3C=Cc4ccccc4[C@H]3[C@]23C(=O)Nc2ccccc23)cc1,0.43,0.17,1.0,1.12,0.32,0.01,4.22
CCN1NC(c2ccc(-c3cccc(Cl)c3Cl)o2)[C@H](c2ccccn2)NC1=S,0.36,0.29,1.0,1.16,0.56,0.0,3.79
CCCCOc1ccc(C2=N/C(=C/c3cccc(OC(=O)c4ccc(Cl)c(Cl)c4)c3)C(=O)O2)cc1,0.11,0.07,0.99,3.95,0.15,0.01,2.39
CCOc1ccc(/C=C2\C(=O)N(c3nc4ccccc4s3)N=C2CN2CCNCC2)cc1,0.76,0.23,1.0,1.27,0.59,0.02,2.68
COc1cc([C@H](C[N+](=O)[O-])Sc2nnc(C)n2-c2ccccc2)ccc1OCCCN1CCOCC1,0.7,0.33,0.99,1.03,0.15,0.02,3.12
CN1CCC(Oc2c(Br)cc(/C=C3/SC(=S)N(NC(=O)Nc4ccc(Cl)c(Cl)c4)C3=O)cc2Br)CC1,0.77,0.3,0.98,3.47,0.26,0.13,2.9
CCOc1cc(C=Nn2c(C3CCCCC3)nc3ccc(Br)cc3c2=O)cc(Br)c1OCC1CCCN1,0.67,0.39,1.0,2.47,0.29,0.08,3.41
CCOc1ccc(NC(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(OC)c(Cl)c2)cc1,0.39,0.08,1.0,2.87,0.45,0.0,2.03
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccccc1,0.61,0.09,1.0,1.43,0.41,0.0,2.82
CN1C(=C(O)c2ccc3c(c2)OCCO3)C(=O)C(=O)[C@H]1c1cccc(Oc2ccccc2)c1,0.23,0.04,1.0,1.46,0.37,0.01,3.05
COc1ccc(C(=O)NCc2nnc(SCC(=O)Nc3cc(Cl)ccc3Cl)n2C)cc1,0.55,0.19,1.0,2.23,0.48,0.0,2.11
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1ccc(Oc2ccccc2)cc1)C1CCNC1,0.44,0.2,1.0,2.22,0.18,0.03,3.44
CC[C@@H](C(=O)NC)N(Cc1c(Cl)cccc1Cl)C(=O)CN(C)c1ccc(OC)c(Cl)c1,0.77,0.21,1.0,1.7,0.56,0.01,3.05
CN(C)c1ccc(OCc2ccc([N+](=O)[O-])cc2)c(C(=O)OCc2ccccc2)c1,0.53,0.51,1.0,2.89,0.31,0.0,2.03
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)C(=O)N(C)C)c2cccc(Br)c2)cc1,0.86,0.01,1.0,3.09,0.33,0.01,2.66
CCCNC(=O)[C@H](CC)N(Cc1ccc(OC)cc1)C(=O)CN(c1ccccc1)c1ccc(N)cc1,0.49,0.21,1.0,1.89,0.36,0.01,2.95
Cc1ccc(S(=O)(=O)N=[P](Oc2cccc(Cl)c2)C2c3ccccc3N2C)cc1,0.58,0.03,1.0,1.97,0.44,0.0,3.69
COc1ccc(CN(CCN(C)C)Cc2ccccc2)cc1,0.95,0.07,0.99,2.34,0.74,0.11,1.71
Oc1c(Cl)cc(Cl)cc1[C@@H]1Oc2c(Cl)cc(Cl)cc2[C@H]2CC(c3ccc(Br)cc3)=NN21,0.24,0.15,1.0,3.5,0.35,0.05,3.5
C=CC(=O)Oc1ccc(Br)cc1C,0.97,0.12,1.0,1.59,0.45,0.0,2.1
CN1CCCN([C@@H](Cc2ccccc2)C(=O)N(C)C(=O)CSCc2cccc(Cl)c2)CC1,0.97,0.27,1.0,-2.37,0.58,0.06,3.04
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)ccc1OC1CCCN(C)C1,0.9,0.31,1.0,2.12,0.38,0.68,3.2
COc1cc2c(c(OC)c1OC)-c1ccc(N[C@@H](C)C(=O)NCc3ccncc3)c(=O)cc1[C@H](NC(C)=O)CC2,0.47,0.39,1.0,-3.26,0.37,0.01,3.53
CC(=N/C(O)=C(\Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@H](CCN1CCN(C)CC1)Cc1c[nH]c2ccccc12,0.15,0.17,0.99,-0.8,0.07,0.06,4.26
COc1ccc(-c2ccc(C(=O)Nc3ccc4oc(CN5CCN(C)CC5)nc4c3)o2)c([N+](=O)[O-])c1,0.74,0.63,1.0,1.83,0.3,0.01,2.57
COc1ccc(C(OC[C@@]23CO[C@H]([C@H](n4cc(C)c(NC(=O)c5ccccc5)nc4=O)O2)[C@H]3OP(CN)OC)c2ccccc2)cc1,0.3,0.59,1.0,-1.17,0.2,0.01,5.38
CCCCCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(F)cc1)c1ccccc12,0.59,0.03,1.0,3.58,0.25,0.0,2.37
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccccc1,0.68,0.09,1.0,2.48,0.36,0.01,3.38
CN1C2CCC1C(=O)N(c1cc(C(=O)O)cc(C(=O)O)c1)C2,0.33,0.29,0.39,-1.98,0.86,0.02,3.93
CCC(=O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)C(C)C)C(=O)O,0.33,0.1,0.09,-2.65,0.11,0.03,3.59
COc1ccc(Cl)cc1N[C]1NC(=O)C(=Cc2c(C)n(CCN(C)C)c3ccccc23)S1,0.88,0.61,1.0,2.11,0.48,0.02,2.88
CCCCCOC(=O)c1c(C)oc2c1cc(NC(=O)c1ccccc1)c1ccccc12,0.68,0.22,1.0,4.0,0.28,0.0,2.2
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC(F)(F)F)cc2)c(C)n1-c1ccc(Cl)cc1Cl,0.45,0.12,1.0,3.19,0.24,0.02,3.68
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@H](O)Nc1cccc(F)c1,0.39,0.05,1.0,0.07,0.34,0.0,3.35
O=C(CN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O)Nc1cccc(C(F)(F)F)c1,0.62,0.47,1.0,3.32,0.22,0.0,2.6
COc1ccc(Cl)cc1N[C]1NC(=O)C(=Cc2c(C)n(CC3CC3)c3ccccc23)S1,0.86,0.47,1.0,2.71,0.46,0.0,2.87
CCCc1nc2ccc(NC(=O)NCCCN)cc2c(=O)n1Cc1ccc(-c2cccc(Cl)c2)cc1,0.71,0.45,1.0,2.93,0.27,0.05,2.34
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccco2)cc1C(C)C,0.58,0.35,1.0,2.45,0.44,0.0,2.62
CCN1CCc2cc(C=Nn3c(-c4cc5cc(Br)ccc5o4)nc4ccccc4c3=O)[nH]c2CC1,0.73,0.44,1.0,-1.38,0.32,0.1,3.02
CCCN(CCC)C(=O)OC[C@H]1O[C@H](O)[C@@H](OC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1,0.31,0.11,0.96,0.73,0.23,0.02,3.85
CCCCOc1ccc(/C(O)=C2\C(=O)C(=O)N(Cc3cccnc3)[C@@H]2CCN(C)C)c(C)c1,0.28,0.08,1.0,1.04,0.26,0.01,3.09
CC(C)[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C[C@@H](c2ccccc2)NC(=O)[C@H](C)NC1=O,0.07,0.16,0.6,-43.61,0.32,0.02,4.65
CCN(CC)CCN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O,0.96,0.93,1.0,2.42,0.32,0.0,2.59
COc1ccc(-n2c(SCC(=O)Nc3ccc(Br)cc3-c3ccccc3)nc3ccccc32)cc1,0.64,0.27,1.0,4.55,0.22,0.01,2.15
O=c1c2ccccc2nc(N=Cc2cc(Br)cc([N+](=O)[O-])c2)n1-c1cc2cc(Br)ccc2o1,0.73,0.55,1.0,2.95,0.14,0.01,2.98
CN1CCN(CCCNC(=O)C(c2ccccc2)=c2s/c(=C/c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)c(=O)n2-c2ccccc2F)CC1,0.54,0.33,0.99,2.12,0.19,0.04,3.09
COc1cc(OC)c(OC)cc1/C=C/c1nc2ccccc2c(=O)n1-c1cc(C)cc(C)c1,0.52,0.28,1.0,2.88,0.41,0.0,2.39
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cccc(OCCCN2CCOCC2)c1,0.72,0.55,1.0,1.99,0.34,0.2,2.68
CCN(CC)CCCOC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1Cl,0.89,0.06,0.99,2.06,0.37,0.02,2.22
COc1ccc(-c2cc(C(=O)OCCN3CCOCC3)c3c(C)nn(-c4ccccc4)c3n2)cc1,0.63,0.15,1.0,2.03,0.38,0.02,2.34
Cc1ccc(Cl)cc1-n1c(C)cc([C@H]2[C@@H](CCN(C)C)NC(=S)N2c2ccc(Cl)cc2)c1C,0.83,0.1,0.99,2.32,0.39,0.12,3.59
CCC(C)N1C(=S)N[C@H](c2ccccn2)[C@H]1c1ccc(-c2ccc(C(=O)O)cc2)o1,0.14,0.17,0.97,1.01,0.55,0.0,3.72
COc1ccc([N+](=O)[O-])cc1-n1c(C)cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2CCO)c1C,0.19,0.48,1.0,0.01,0.31,0.0,3.72
COC(=O)c1c(C)oc2ccc(N(C(=O)/C=C/c3ccccc3)S(=O)(=O)c3ccc(F)cc3)cc12,0.55,0.04,1.0,2.64,0.27,0.0,2.53
COCCN1CCN(C(=S)NC(=O)/C=C/c2ccc(-c3cccc(Cl)c3Cl)o2)CC1,0.88,0.34,0.99,1.8,0.51,0.02,2.55
CC(C)CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccc(Br)cc2)C(C)(C)[C@@H]1CC3,0.53,0.06,1.0,4.55,0.23,0.03,4.47
CCOC(=O)C1=C(N)N(c2ccc(F)cc2)C2=C(C(=O)[C@@H](C(=O)OCc3ccccc3)[C@H](c3cccs3)C2)[C@@H]1c1ccc(F)cc1,0.59,0.1,1.0,2.24,0.17,0.03,3.81
Cc1cccn2c(=O)c(C=C3SC(=S)N(Cc4ccco4)C3=O)c(NC3CCN(C)CC3)nc12,0.78,0.31,1.0,1.15,0.43,0.03,2.85
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1-c1ccc(Cl)cc1Cl,0.38,0.15,1.0,3.37,0.17,0.02,3.6
COc1ccc(C)c(S(=O)(=O)N2C(=O)CCC2[NH+]2CCCC2)c1,0.27,0.03,0.95,-2.51,0.86,0.0,4.04
Cc1cnc(NC(=O)CSc2nnc([C@@H](Nc3ccc(Cl)cc3)C(C)C)n2C)s1,0.64,0.07,1.0,1.86,0.48,0.0,2.99
CN1CCN(CCC(=O)N(C(=O)O)c2ccc(N(C(=O)Oc3ccccc3)S(=O)(=O)c3ccc(Cl)cc3)c3ccccc23)CC1,0.74,0.05,0.98,2.48,0.26,0.27,2.92
CCN1CCN(c2ccc(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)c(Cl)c3)cc2)CC1,0.82,0.25,1.0,4.1,0.32,0.71,2.22
CCN(CC)C(=O)[C@@H]1CCCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2N2CCN(C)CC2)C1,0.83,0.31,0.99,-0.27,0.44,0.01,2.93
CCOc1ccc([C@@H]2C(C(=O)OC)=CN=c3s/c(=C/c4cccc(Cl)c4)c(=O)n32)cc1OCC,0.53,0.05,1.0,0.6,0.47,0.0,3.28
COc1cc([N+](=O)[O-])ccc1-c1ccc(/C=N\c2sc3c(c2C(=O)NC2CCN(C)CC2)CC[C@H](C(C)(C)C)C3)o1,0.78,0.67,1.0,2.58,0.19,0.1,3.48
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)Nc2cccc(F)c2)c1,0.82,0.52,1.0,2.26,0.45,0.0,2.51
O=C(CSc1ccc([C@@H]2N[C@@H](C(=O)O)CS2)cc1[N+](=O)[O-])Nc1ccc(Cl)c(Cl)c1,0.5,0.54,0.95,1.24,0.3,0.0,3.3
COc1ccc(C2[CH]C(O)=C(C(=O)c3ccco3)C(=O)N2c2nnc(SCc3ccccc3Cl)s2)cc1,0.07,0.03,1.0,2.15,0.12,0.0,3.51
CCOc1ccccc1N(CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H](Cc1ccccc1)C(=O)Nc1ccc(F)c(F)c1)S(=O)(=O)c1ccc(C)cc1,0.35,0.02,1.0,4.03,0.12,0.03,3.32
CCc1cccc(C)c1NC(=O)[C@@H](Sc1ccc(NC(=O)/C(=C/c2ccc(-c3ccc(Br)cc3)o2)N2CCN(C)CC2)cc1)c1ccccc1,0.31,0.15,0.99,4.49,0.1,0.05,3.41
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(OCCN2CCN(C)CC2)cc1,0.82,0.6,0.99,1.35,0.41,0.41,3.07
COc1cccc(N2C[C@H](C(=O)OCC(=O)Nc3cccc(C(C)=O)c3)CC2=O)c1,0.85,0.27,1.0,0.79,0.56,0.0,2.52
COc1ccc(S(=O)(=O)N(CCc2ccccc2)C(=O)CN(C(=O)[O-])c2ccc(Cl)cc2)cc1OC,0.52,0.02,1.0,0.93,0.39,0.0,2.71
CCOc1ccc([C@H]2C(C(=O)OC)=CN=c3s/c(=C\c4cc(F)c(F)cc4F)c(=O)n32)cc1OCC,0.72,0.1,1.0,0.2,0.35,0.01,3.48
COc1ccc(C(=O)[C@@H]2[C@H](C(N)=O)N3C=Cc4ccccc4[C@H]3[C@]23C(=O)Nc2ccccc23)cc1,0.54,0.21,1.0,-0.64,0.58,0.0,4.2
NCCCN=Cc1cc(Br)cc(Br)c1OCc1ccc(F)cc1,0.94,0.41,1.0,2.41,0.5,0.14,2.48
Cc1ccc(S(=O)(=O)N=[P](Oc2cccc(Cl)c2)C2c3ccccc3C(C)(C)N2C)cc1,0.35,0.03,1.0,2.23,0.37,0.0,3.9
CC(C)CCOc1cccc([C@H]2C(=C(c3ccc4c(c3)C[C@H](C)O4)[N+](=O)[O-])C(=O)C(=O)N2Cc2ccncc2)c1,0.35,0.18,1.0,1.31,0.16,0.01,3.68
COc1ccc([C@H]2C(C(=O)NC3CC3)=C(C)N=c3s/c(=C/c4cc(I)c(OCc5ccccc5)c(I)c4)c(=O)n32)cc1,0.38,0.27,1.0,1.91,0.25,0.02,3.26
O=C(NC[C@]1(N2CCOCC2)CCSC1)c1cc(NS(=O)(=O)c2ccc(F)cc2)ccc1O,0.42,0.14,0.99,-0.04,0.51,0.03,3.12
CN(C)c1ccc(/N=N/c2ccccc2C(=O)OCc2ccc(Br)cc2)cc1,0.5,0.29,1.0,3.79,0.34,0.01,2.26
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(N)cc2OC(C)=O)cc1C(C)C,0.58,0.49,1.0,2.43,0.16,0.0,2.81
CS(=O)(=O)N(Cc1ccc(C(=O)Nc2cccc(F)c2)cc1)c1cccc(Cl)c1,0.78,0.09,1.0,3.01,0.61,0.0,1.98
O=C(CSc1ccc([C@@H]2N[C@@H](C(=O)O)CS2)cc1[N+](=O)[O-])Nc1ccc(F)c(F)c1,0.53,0.52,0.91,0.5,0.33,0.0,3.32
CN1CCN(C(=O)Oc2ccc(-c3nc(-c4ccccc4)n(-c4ccccc4)n3)cc2)CC1,0.79,0.32,0.98,2.52,0.47,0.2,2.19
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cccc(Br)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.73,0.04,1.0,1.95,0.33,0.01,2.95
CCNC(=O)[C@H](CC)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O,0.8,0.08,1.0,1.25,0.54,0.0,2.87
CC(C)OCCn1c(=O)c2ccccc2c(=O)n1[CH]N(c1ccc(OCc2ccccc2)cc1)C1CC1,0.51,0.31,1.0,1.92,0.3,0.01,2.96
CCOc1ccc(C=c2[nH]c(=O)c(=Cc3cc(I)c(OCc4ccccc4)c(OCC)c3)s2)cc1,0.15,0.12,1.0,2.45,0.27,0.01,2.67
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3OCc3ccc(F)cc3)c(=O)n2[C@@H]1c1cccs1,0.51,0.14,1.0,2.35,0.22,0.02,3.13
CCCC1=C(C(=O)OCC)[C@H](c2ccc(C(C)C)cc2)n2c(sc(=Cc3ccccc3F)c2=O)=N1,0.68,0.06,1.0,1.79,0.44,0.0,3.09
COc1ccc(N2C(=S)N[C@H](C)C[C@@H]2c2cccn2-c2nc3ccccc3s2)cc1NS(C)(=O)=O,0.61,0.13,1.0,0.89,0.35,0.0,3.75
CC(=O)c1ccc(CSc2nnc(-c3ccccc3)n2-c2ccccc2)cc1,0.73,0.03,1.0,3.65,0.33,0.01,1.88
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1ccc(F)cc1,0.46,0.17,1.0,2.79,0.27,0.02,3.58
CC[C@H](C(=O)NC1CCCCC1)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(Cl)cc1C)S(C)(=O)=O,0.84,0.1,1.0,2.17,0.42,0.01,3.05
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCCN2CCN(c3ccccc3)CC2)c([N+](=O)[O-])c1,0.62,0.5,1.0,2.83,0.13,0.08,2.96
CN(C)CCCN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O,0.95,0.86,1.0,2.21,0.36,0.0,2.54
CN1CCN(C(=O)CSc2ccc(Cl)c(SCC(=O)c3ccc([N+](=O)[O-])cc3)c2)CC1,0.78,0.48,0.99,2.1,0.24,0.0,2.39
COc1ccccc1N1CCN(C(=O)c2oc3ccccc3c2NC(=O)c2ccc(Cl)cc2)CC1,0.51,0.11,1.0,3.21,0.41,0.0,2.18
CC(C)c1nc(Cc2ccc(NC(=O)COc3ccc(CN(C)CC#N)cc3)cc2)no1,0.62,0.23,0.97,1.81,0.49,0.0,2.44
CN(CC(=O)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O)C(=O)c1ccc(Cl)cc1Cl,0.86,0.08,0.99,2.65,0.3,0.02,2.76
CCCN(CCC)CCNC(=O)[C@H](C)Oc1ccc2c(c1)c1ccnc3c4ccc(OC)c(OC)c4c(=O)n2c13,0.56,0.73,0.96,1.36,0.23,0.04,3.32
CCCN1CCC(C(=O)NCc2nnc(SCC(=O)Nc3nccs3)n2-c2cccc(C(F)(F)F)c2)CC1,0.82,0.21,0.99,1.89,0.35,0.1,2.64
CCCN(Cc1ccc(F)cc1)C(=O)CN(c1ccccc1OCC)S(=O)(=O)c1ccc(C)cc1,0.61,0.04,1.0,3.0,0.37,0.01,2.26
N#CCCN(Cc1ccccc1Cl)[C@@H](Cc1ccccc1)C(=O)NC1CCCCC1,0.92,0.24,1.0,2.35,0.61,0.02,2.78
CCOc1ccc(N(CC(=O)N(C)C)S(=O)(=O)c2ccc(C)cc2)cc1,0.69,0.09,1.0,1.59,0.75,0.0,2.0
C=CCn1c(COc2ccc(CC)cc2)nnc1S[C@@H](C(=O)Nc1ccc(CN2CCNCC2)cc1)c1ccccc1,0.49,0.2,1.0,2.29,0.16,0.04,3.04
CN(C)CCCOc1ccc(Br)cc1C(=O)Oc1ccc(Cl)cc1C1=NC(=Cc2cc(Br)ccc2OC(=O)c2sc3cc([N+](=O)[O-])ccc3c2Cl)C(=O)O1,0.37,0.52,0.97,4.89,0.03,0.03,3.36
CN(C)CCCN(C)C(=O)c1ccc(NC(=O)/C(=C/c2c[nH]c3ccccc23)NC(=O)c2ccccc2)cc1,0.72,0.24,0.85,2.36,0.26,0.03,2.48
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NCC2CCCO2)cc1,0.2,0.28,1.0,1.19,0.28,0.02,3.3
CN(C)c1ccc(Cl)c(NC(=S)NC(=O)/C=C/c2ccc(-c3ccccc3)o2)c1,0.73,0.39,1.0,2.93,0.43,0.0,2.34
CCOC(=O)C1=C(C(F)(F)F)N=c2sc(=Cc3cc(Br)cc(I)c3OCc3ccccc3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.52,0.08,1.0,2.8,0.15,0.03,3.47
CC(C)c1ccc2oc(-c3cccc(NC(=S)NC(=O)c4ccc(CN5CCN(C)CC5)c(Cl)c4)c3)nc2c1,0.81,0.24,1.0,3.34,0.27,0.13,2.55
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OCCN1CCN(C)CC1,0.76,0.13,0.95,-0.25,0.6,0.04,2.85
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1C)C(=O)CN(Cc1ccc(F)cc1)c1ccccc1,0.69,0.09,1.0,3.27,0.17,0.03,2.93
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OCc4ccccc4C#N)c(OC)c3)c(=O)n2[C+](C)CC1,0.34,0.08,1.0,-6.27,0.34,0.0,3.4
CCCCCOC(=O)c1c(C)oc2c1cc(NC(=O)c1ccc(Br)cc1)c1ccccc12,0.68,0.18,1.0,4.42,0.22,0.0,2.3
Fc1ccc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(F)c1,0.61,0.17,1.0,2.13,0.49,0.02,3.4
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)C(=O)N2CCN(C)CC2)c2cc(Cl)ccc2C)cc1,0.87,0.02,1.0,2.9,0.32,0.06,2.75
CN1CCN(Cc2ccc(NC(=O)c3ccc(-c4ccccc4[N+](=O)[O-])o3)cc2Br)CC1,0.93,0.6,0.99,2.52,0.39,0.01,2.35
Oc1c(Cl)cc(Cl)cc1[C@@H]1Oc2c(Cl)cc(Cl)cc2[C@H]2CC(c3ccccc3F)=NN21,0.43,0.2,1.0,3.05,0.4,0.05,3.52
COc1ccc(-c2nnc(SCCCN(C)C)nc2-c2ccc(OC)cc2)cc1,0.58,0.37,0.94,2.42,0.39,0.01,2.22
Cc1ccc(NC(=O)CSc2nc3c(sc(=S)n3-c3cc(C)ccc3F)c(=O)n2-c2ccc(F)c(F)c2)c(C)c1,0.49,0.19,0.99,3.72,0.13,0.01,2.76
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccccc2)[C@@H](Cc2ccccc2)C(=O)Nc2ccccc2Cl)c1,0.21,0.16,1.0,3.01,0.1,0.02,3.17
CN(CC(=O)c1ccc(OC(=O)c2cccs2)cc1)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,0.59,0.13,0.99,2.62,0.09,0.01,3.02
NN=Cc1ccc(OCCCN2CCN(c3ccccc3)CC2)cc1,0.9,0.6,0.95,1.5,0.36,0.97,2.01
CC(C)N(C)C(=O)c1ccc(O)c(O)c1O,0.45,0.21,0.99,0.23,0.66,0.01,2.32
CC(C)CCOc1cccc([C@H]2C(=C(O)c3ccc4c(c3)C[C@H](C)O4)C(=O)C(=O)N2Cc2ccc(F)cc2)c1,0.33,0.13,1.0,2.56,0.21,0.01,3.23
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(C)c1ccc(F)cc1,0.79,0.15,1.0,2.06,0.44,0.01,2.76
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCc3ccccc3)C2=O)cc1,0.49,0.23,1.0,3.77,0.2,0.01,2.33
COc1cc([N+](=O)[O-])ccc1N1C[C@H](C(=O)OCc2ccccc2F)CC1=O,0.92,0.91,1.0,0.91,0.43,0.0,2.66
CCOc1ccc(-n2c(SCC(=O)NC3CCN(C)CC3)nnc2-c2cccs2)cc1,0.69,0.09,0.95,1.88,0.52,0.02,2.35
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3OCCN3CCOCC3)c(=O)n2[C@@H]1c1cccs1,0.64,0.24,1.0,0.81,0.27,0.05,3.25
COc1ccc(-c2ccc(C(=O)Nc3ccc(N4CCN(C)CC4)cc3)o2)c([N+](=O)[O-])c1,0.53,0.73,0.99,2.13,0.46,0.0,2.24
O=C(CSc1cn[nH]n1)Nc1ccc(C(=O)Br)cc1,0.82,0.35,1.0,0.57,0.64,0.0,2.5
CCOc1cc(Br)c(C=Nn2c(-c3cc4cc(Cl)ccc4o3)nc3ccccc3c2=O)cc1OCCN1CCN(C)CC1,0.72,0.23,1.0,2.87,0.18,0.08,2.94
